Retailer,RetailerID,InvoiceDate,Region,State,City,Product,PricePerUnit,UnitsSold,TotalSales,OperatingProfit,SalesMethod
Foot Locker,1185732,12-08-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,48.00,73,350.00,158.00,Online
West Gear,1185732,10-06-2021,Midwest,Iowa,Des Moines,Women's Apparel,49.00,73,358.00,190.00,Online
West Gear,1185732,01-03-2021,Midwest,Iowa,Des Moines,Women's Apparel,28.00,73,204.00,112.00,Online
West Gear,1185732,12-02-2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,48.00,73,350.00,158.00,Online
West Gear,1185732,12-02-2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,57.00,73,416.00,250.00,Online
West Gear,1185732,02-10-2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.00,73,175.00,88.00,Online
West Gear,1185732,05-11-2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,37.00,73,270.00,149.00,Online
Kohl's,1185732,09-06-2021,Northeast,New Jersey,Newark,Women's Apparel,50.00,73,365.00,193.00,Online
Sports Direct,1185732,03-03-2021,Northeast,Connecticut,Hartford,Women's Apparel,38.00,73,277.00,136.00,Online
Sports Direct,1185732,05-03-2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48.00,73,350.00,186.00,Online
Sports Direct,1185732,17-01-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,27.00,73,197.00,71.00,Online
Amazon,1185732,18-04-2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,38.00,73,277.00,122.00,Online
Amazon,1185732,18-08-2021,Northeast,New Hampshire,Manchester,Men's Apparel,59.00,73,431.00,194.00,Online
West Gear,1128299,18-03-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,38.00,72,274.00,123.00,Online
West Gear,1128299,24-03-2020,West,Colorado,Denver,Women's Athletic Footwear,36.00,72,259.00,117.00,Online
Amazon,1185732,11-10-2021,Northeast,Maine,Portland,Women's Apparel,56.00,72,403.00,214.00,Online
Amazon,1185732,20-03-2021,West,Alaska,Anchorage,Women's Apparel,53.00,72,382.00,153.00,Online
Amazon,1185732,20-05-2021,West,Alaska,Anchorage,Men's Athletic Footwear,56.00,72,403.00,181.00,Online
Foot Locker,1185732,18-04-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27.00,72,194.00,95.00,Online
West Gear,1185732,05-12-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,23.00,72,166.00,91.00,Online
West Gear,1185732,10-11-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19.00,72,137.00,75.00,Online
West Gear,1197831,04-05-2021,West,Idaho,Boise,Men's Apparel,34.00,72,245.00,105.00,Online
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Men's Apparel,51.00,72,367.00,176.00,Online
Amazon,1185732,22-11-2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,39.00,72,281.00,132.00,Online
Walmart,1197831,21-10-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,19.00,72,137.00,73.00,Online
West Gear,1197831,19-05-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,34.00,72,245.00,127.00,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,14.00,72,101.00,50.00,Online
Foot Locker,1185732,01-12-2021,Midwest,Kansas,Wichita,Women's Apparel,37.00,72,266.00,147.00,Online
Sports Direct,1185732,01-09-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,33.00,72,238.00,121.00,Online
Sports Direct,1185732,09-10-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,34.00,72,245.00,105.00,Online
West Gear,1185732,11-06-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32.00,72,230.00,113.00,Online
West Gear,1185732,11-06-2021,Midwest,Iowa,Des Moines,Women's Apparel,59.00,72,425.00,221.00,Online
West Gear,1185732,03-09-2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.00,72,101.00,50.00,Online
West Gear,1185732,04-10-2021,Midwest,Indiana,Indianapolis,Women's Apparel,47.00,72,338.00,186.00,Online
West Gear,1185732,17-08-2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,36.00,72,259.00,132.00,Online
Sports Direct,1185732,20-07-2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42.00,72,302.00,145.00,Online
Foot Locker,1185732,20-12-2021,Northeast,Maryland,Baltimore,Women's Apparel,61.00,72,439.00,184.00,Online
Foot Locker,1185732,13-03-2021,Northeast,Delaware,Wilmington,Women's Apparel,39.00,72,281.00,140.00,Online
Kohl's,1185732,14-11-2021,Northeast,Delaware,Wilmington,Men's Apparel,60.00,72,432.00,173.00,Online
Kohl's,1185732,01-10-2021,Northeast,Delaware,Wilmington,Women's Street Footwear,24.00,72,173.00,88.00,Online
Kohl's,1185732,09-06-2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,41.00,72,295.00,148.00,Online
Sports Direct,1185732,10-05-2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,52.00,72,374.00,187.00,Online
Amazon,1185732,05-10-2021,Northeast,Vermont,Burlington,Men's Apparel,55.00,72,396.00,186.00,Online
Amazon,1185732,18-08-2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,51.00,72,367.00,154.00,Online
Foot Locker,1185732,24-10-2021,South,Texas,Dallas,Women's Street Footwear,28.00,72,202.00,85.00,Outlet
Foot Locker,1185732,29-11-2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,43.00,72,310.00,133.00,Outlet
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Men's Apparel,43.00,72,310.00,105.00,Outlet
Sports Direct,1185732,08-04-2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.00,72,230.00,76.00,Outlet
Foot Locker,1185732,01-10-2021,Northeast,Connecticut,Hartford,Women's Street Footwear,19.00,72,137.00,57.00,Outlet
Foot Locker,1185732,01-10-2021,Northeast,Connecticut,Hartford,Women's Apparel,26.00,72,187.00,88.00,Outlet
Sports Direct,1185732,15-06-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34.00,72,245.00,69.00,Outlet
Amazon,1185732,02-12-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,33.00,72,238.00,112.00,Outlet
Amazon,1185732,08-11-2021,Northeast,Vermont,Burlington,Men's Apparel,43.00,72,310.00,121.00,Outlet
Amazon,1185732,09-10-2021,Northeast,Vermont,Burlington,Women's Street Footwear,40.00,72,288.00,121.00,Outlet
Foot Locker,1185732,22-11-2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,59.00,70,413.00,190.00,Online
West Gear,1128299,01-06-2020,West,Nevada,Las Vegas,Men's Apparel,47.00,70,329.00,214.00,Online
Amazon,1185732,28-12-2021,Northeast,Maine,Portland,Men's Athletic Footwear,46.00,70,322.00,151.00,Online
Walmart,1128299,10-10-2021,West,Hawaii,Honolulu,Men's Apparel,63.00,70,441.00,123.00,Online
Foot Locker,1128299,25-09-2021,Southeast,Virginia,Richmond,Women's Apparel,42.00,70,294.00,126.00,Online
Foot Locker,1185732,18-02-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24.00,70,168.00,87.00,Online
Foot Locker,1185732,19-05-2021,Midwest,Missouri,St. Louis,Men's Apparel,44.00,70,308.00,148.00,Online
West Gear,1185732,04-11-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,18.00,70,126.00,67.00,Online
Foot Locker,1197831,02-04-2021,West,Idaho,Boise,Men's Apparel,39.00,70,273.00,96.00,Online
Walmart,1197831,21-02-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,18.00,70,126.00,63.00,Online
Foot Locker,1197831,13-11-2021,Midwest,Kansas,Wichita,Men's Apparel,68.00,70,476.00,219.00,Online
Foot Locker,1185732,06-12-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39.00,70,273.00,109.00,Online
Sports Direct,1185732,10-12-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.00,70,385.00,212.00,Online
Foot Locker,1185732,01-06-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,29.00,70,203.00,93.00,Online
West Gear,1185732,01-03-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,29.00,70,203.00,93.00,Online
Sports Direct,1185732,05-03-2021,Northeast,Connecticut,Hartford,Men's Apparel,50.00,70,350.00,154.00,Online
Sports Direct,1185732,17-01-2021,Northeast,Rhode Island,Providence,Women's Apparel,38.00,70,266.00,109.00,Online
Amazon,1185732,14-11-2021,Northeast,Massachusetts,Boston,Men's Apparel,63.00,70,441.00,168.00,Online
Amazon,1185732,03-10-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,42.00,70,294.00,168.00,Online
Foot Locker,1185732,27-10-2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,32.00,70,224.00,76.00,Outlet
West Gear,1128299,01-12-2020,West,Nevada,Las Vegas,Men's Apparel,37.00,70,259.00,158.00,Outlet
Foot Locker,1185732,22-05-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,23.00,70,161.00,66.00,Outlet
Foot Locker,1128299,25-09-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,37.00,70,259.00,104.00,Outlet
West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Athletic Footwear,34.00,70,238.00,88.00,Outlet
Walmart,1197831,19-03-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,15.00,70,105.00,49.00,Outlet
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.00,70,70.00,32.00,Outlet
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16.00,70,112.00,45.00,Outlet
Foot Locker,1185732,06-08-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,26.00,70,182.00,84.00,Outlet
Sports Direct,1185732,15-02-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,24.00,70,168.00,49.00,Outlet
Amazon,1185732,14-01-2021,Northeast,Massachusetts,Boston,Men's Apparel,37.00,70,259.00,106.00,Outlet
Amazon,1185732,17-09-2021,Northeast,New Hampshire,Manchester,Men's Apparel,48.00,70,336.00,121.00,Outlet
Foot Locker,1185732,22-02-2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,42.00,70,294.00,123.00,Outlet
Foot Locker,1185732,06-05-2021,Midwest,Illinois,Chicago,Women's Apparel,41.00,69,283.00,170.00,Online
Foot Locker,1185732,28-12-2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55.00,69,380.00,171.00,Online
West Gear,1128299,04-11-2020,West,Colorado,Denver,Women's Athletic Footwear,58.00,69,400.00,236.00,Online
Sports Direct,1197831,26-03-2021,South,Tennessee,Knoxville,Men's Apparel,39.00,69,269.00,126.00,Online
Foot Locker,1185732,07-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,44.00,69,304.00,182.00,Online
Amazon,1185732,20-03-2021,West,Alaska,Anchorage,Women's Street Footwear,41.00,69,283.00,105.00,Online
Amazon,1185732,20-05-2021,West,Alaska,Anchorage,Men's Apparel,62.00,69,428.00,163.00,Online
Foot Locker,1128299,03-09-2021,West,Hawaii,Honolulu,Women's Athletic Footwear,52.00,69,359.00,129.00,Online
Foot Locker,1128299,24-04-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,59.00,69,407.00,195.00,Online
Foot Locker,1128299,25-05-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,47.00,69,324.00,162.00,Online
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Men's Apparel,53.00,69,366.00,146.00,Online
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,48.00,69,331.00,182.00,Online
Amazon,1185732,21-07-2021,Southeast,Kentucky,Louisville,Women's Street Footwear,38.00,69,262.00,136.00,Online
West Gear,1197831,19-03-2021,South,Oklahoma,Oklahoma City,Women's Apparel,23.00,69,159.00,86.00,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.00,69,97.00,49.00,Online
Kohl's,1197831,13-08-2021,Midwest,Kansas,Wichita,Men's Apparel,47.00,69,324.00,162.00,Online
Sports Direct,1185732,02-09-2021,Midwest,North Dakota,Fargo,Women's Apparel,23.00,69,159.00,81.00,Online
Foot Locker,1185732,05-07-2021,Midwest,Iowa,Des Moines,Women's Apparel,46.00,69,317.00,165.00,Online
West Gear,1185732,11-03-2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33.00,69,228.00,96.00,Online
West Gear,1185732,16-03-2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,27.00,69,186.00,101.00,Online
West Gear,1185732,17-06-2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.00,69,228.00,118.00,Online
Foot Locker,1185732,15-02-2021,Northeast,Maryland,Baltimore,Women's Street Footwear,27.00,69,186.00,95.00,Online
Foot Locker,1185732,13-03-2021,Northeast,Delaware,Wilmington,Women's Street Footwear,29.00,69,200.00,108.00,Online
Foot Locker,1185732,13-05-2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,47.00,69,324.00,146.00,Online
Kohl's,1185732,01-10-2021,Northeast,Delaware,Wilmington,Women's Apparel,33.00,69,228.00,125.00,Online
Kohl's,1185732,06-08-2021,Northeast,New Jersey,Newark,Women's Street Footwear,38.00,69,262.00,139.00,Online
Sports Direct,1185732,04-04-2021,Northeast,Connecticut,Hartford,Women's Apparel,36.00,69,248.00,124.00,Online
Sports Direct,1185732,14-08-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,42.00,69,290.00,101.00,Online
Amazon,1185732,17-03-2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49.00,69,338.00,172.00,Online
Foot Locker,1185732,14-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,37.00,68,252.00,113.00,Online
Foot Locker,1185732,23-10-2021,South,Texas,Dallas,Men's Athletic Footwear,41.00,68,279.00,131.00,Online
Foot Locker,1185732,11-02-2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,44.00,68,299.00,135.00,Online
Foot Locker,1185732,30-11-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37.00,68,252.00,101.00,Online
Foot Locker,1185732,26-05-2021,Midwest,Nebraska,Omaha,Women's Apparel,32.00,68,218.00,133.00,Online
Sports Direct,1197831,08-11-2021,South,Alabama,Birmingham,Men's Apparel,38.00,68,258.00,124.00,Online
Amazon,1185732,17-10-2021,Northeast,Maine,Portland,Women's Apparel,38.00,68,258.00,134.00,Online
Amazon,1185732,23-12-2021,Northeast,Maine,Portland,Women's Street Footwear,41.00,68,279.00,139.00,Online
Amazon,1185732,17-12-2021,Northeast,Maine,Portland,Women's Street Footwear,52.00,68,354.00,177.00,Online
Amazon,1185732,21-08-2021,West,Alaska,Anchorage,Women's Athletic Footwear,53.00,68,360.00,144.00,Online
Sports Direct,1128299,17-01-2021,West,Hawaii,Honolulu,Men's Apparel,54.00,68,367.00,110.00,Online
Walmart,1128299,18-05-2021,Southeast,Florida,Orlando,Men's Apparel,52.00,68,354.00,113.00,Online
Foot Locker,1185732,18-10-2021,Midwest,Missouri,St. Louis,Men's Apparel,32.00,68,218.00,102.00,Online
West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Athletic Footwear,41.00,68,279.00,153.00,Online
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Women's Athletic Footwear,47.00,68,320.00,147.00,Online
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Men's Apparel,51.00,68,347.00,146.00,Online
Amazon,1185732,23-05-2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,42.00,68,286.00,143.00,Online
Foot Locker,1185732,21-12-2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,49.00,68,333.00,177.00,Online
Foot Locker,1185732,21-12-2021,Southeast,Kentucky,Louisville,Men's Apparel,54.00,68,367.00,173.00,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.00,68,95.00,50.00,Online
West Gear,1197831,19-09-2021,South,Oklahoma,Oklahoma City,Men's Apparel,23.00,68,156.00,70.00,Online
Kohl's,1197831,14-02-2021,Midwest,Kansas,Wichita,Men's Apparel,32.00,68,218.00,104.00,Online
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,58.00,68,394.00,201.00,Online
Sports Direct,1185732,02-09-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,24.00,68,163.00,69.00,Online
Sports Direct,1185732,04-09-2021,Midwest,North Dakota,Fargo,Women's Apparel,49.00,68,333.00,177.00,Online
Foot Locker,1185732,01-06-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19.00,68,129.00,58.00,Online
Foot Locker,1185732,02-06-2021,Midwest,Iowa,Des Moines,Women's Apparel,14.00,68,95.00,51.00,Online
Foot Locker,1185732,03-05-2021,Midwest,Iowa,Des Moines,Women's Apparel,20.00,68,136.00,72.00,Online
Foot Locker,1185732,07-05-2021,Midwest,Iowa,Des Moines,Women's Street Footwear,36.00,68,245.00,108.00,Online
West Gear,1185732,10-03-2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,33.00,68,224.00,108.00,Online
West Gear,1185732,07-09-2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,42.00,68,286.00,129.00,Online
West Gear,1185732,09-11-2021,Midwest,Indiana,Indianapolis,Women's Apparel,36.00,68,245.00,127.00,Online
West Gear,1185732,17-04-2021,Northeast,West Virginia,Charleston,Women's Street Footwear,19.00,68,129.00,70.00,Online
West Gear,1185732,18-05-2021,Northeast,West Virginia,Charleston,Men's Apparel,42.00,68,286.00,154.00,Online
West Gear,1185732,17-08-2021,Northeast,West Virginia,Charleston,Men's Apparel,49.00,68,333.00,180.00,Online
West Gear,1185732,18-09-2021,Northeast,West Virginia,Charleston,Women's Street Footwear,24.00,68,163.00,88.00,Online
Foot Locker,1185732,24-01-2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34.00,68,231.00,109.00,Online
Foot Locker,1185732,13-03-2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,39.00,68,265.00,119.00,Online
Kohl's,1185732,04-07-2021,Northeast,New Jersey,Newark,Women's Apparel,33.00,68,224.00,121.00,Online
Kohl's,1185732,05-06-2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,41.00,68,279.00,139.00,Online
Kohl's,1185732,05-06-2021,Northeast,New Jersey,Newark,Men's Apparel,47.00,68,320.00,131.00,Online
Sports Direct,1185732,10-08-2021,Northeast,New Jersey,Newark,Women's Apparel,62.00,68,422.00,223.00,Online
Sports Direct,1185732,11-07-2021,Northeast,New Jersey,Newark,Women's Street Footwear,48.00,68,326.00,166.00,Online
Sports Direct,1185732,03-03-2021,Northeast,Connecticut,Hartford,Women's Street Footwear,29.00,68,197.00,89.00,Online
Sports Direct,1185732,08-04-2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,41.00,68,279.00,114.00,Online
Foot Locker,1185732,11-04-2021,Northeast,Connecticut,Hartford,Men's Apparel,60.00,68,408.00,180.00,Online
Sports Direct,1185732,12-06-2021,Northeast,Rhode Island,Providence,Men's Apparel,56.00,68,381.00,164.00,Online
Sports Direct,1185732,17-01-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38.00,68,258.00,114.00,Online
Sports Direct,1185732,15-02-2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32.00,68,218.00,83.00,Online
Sports Direct,1185732,15-06-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,42.00,68,286.00,103.00,Online
Sports Direct,1185732,13-07-2021,Northeast,Massachusetts,Boston,Men's Apparel,53.00,68,360.00,141.00,Online
Amazon,1185732,14-01-2021,Northeast,Massachusetts,Boston,Men's Apparel,52.00,68,354.00,166.00,Online
Amazon,1185732,08-11-2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,49.00,68,333.00,157.00,Online
Amazon,1185732,18-04-2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49.00,68,333.00,183.00,Online
Foot Locker,1185732,23-10-2021,South,Texas,Dallas,Men's Athletic Footwear,34.00,68,231.00,90.00,Outlet
Foot Locker,1185732,16-12-2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,35.00,68,238.00,76.00,Outlet
Foot Locker,1185732,22-12-2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,43.00,68,292.00,123.00,Outlet
Walmart,1128299,18-05-2021,Southeast,Florida,Orlando,Men's Apparel,42.00,68,286.00,71.00,Outlet
Foot Locker,1128299,24-04-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,32.00,68,218.00,91.00,Outlet
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,30.00,68,204.00,78.00,Outlet
West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Apparel,33.00,68,224.00,114.00,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Men's Apparel,35.00,68,238.00,81.00,Outlet
Foot Locker,1128299,23-02-2021,West,Arizona,Phoenix,Women's Athletic Footwear,26.00,68,177.00,74.00,Outlet
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Women's Athletic Footwear,38.00,68,258.00,96.00,Outlet
West Gear,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Men's Apparel,22.00,68,150.00,57.00,Outlet
Sports Direct,1185732,03-03-2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,32.00,68,218.00,98.00,Outlet
Foot Locker,1185732,07-06-2021,Northeast,Rhode Island,Providence,Men's Apparel,33.00,68,224.00,76.00,Outlet
Foot Locker,1185732,10-08-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38.00,68,258.00,98.00,Outlet
Sports Direct,1185732,11-07-2021,Northeast,Rhode Island,Providence,Women's Street Footwear,37.00,68,252.00,113.00,Outlet
Sports Direct,1185732,11-07-2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,36.00,68,245.00,110.00,Outlet
Sports Direct,1185732,13-03-2021,Northeast,Massachusetts,Boston,Women's Apparel,31.00,68,211.00,78.00,Outlet
Sports Direct,1185732,13-05-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,34.00,68,231.00,83.00,Outlet
Sports Direct,1185732,13-05-2021,Northeast,Massachusetts,Boston,Women's Street Footwear,30.00,68,204.00,63.00,Outlet
Sports Direct,1185732,15-10-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37.00,68,252.00,88.00,Outlet
Amazon,1185732,15-10-2021,Northeast,Massachusetts,Boston,Women's Apparel,51.00,68,347.00,121.00,Outlet
Amazon,1185732,02-12-2021,Northeast,Vermont,Burlington,Men's Apparel,36.00,68,245.00,95.00,Outlet
Amazon,1185732,04-11-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,35.00,68,238.00,112.00,Outlet
Amazon,1185732,09-10-2021,Northeast,Vermont,Burlington,Men's Apparel,48.00,68,326.00,121.00,Outlet
Amazon,1185732,19-02-2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,31.00,68,211.00,72.00,Outlet
Foot Locker,1185732,23-12-2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,47.00,66,310.00,136.00,Outlet
West Gear,1128299,30-01-2020,West,Nevada,Las Vegas,Men's Apparel,43.00,66,284.00,187.00,Outlet
Sports Direct,1185732,02-05-2021,Northeast,Connecticut,Hartford,Men's Apparel,39.00,66,257.00,95.00,Outlet
Foot Locker,1185732,06-08-2021,Northeast,Rhode Island,Providence,Men's Apparel,39.00,66,257.00,90.00,Outlet
Sports Direct,1185732,10-08-2021,Northeast,Rhode Island,Providence,Women's Apparel,47.00,66,310.00,136.00,Outlet
Amazon,1185732,09-10-2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,35.00,66,231.00,92.00,Outlet
Amazon,1185732,10-12-2021,Northeast,Vermont,Burlington,Women's Street Footwear,40.00,66,264.00,98.00,Outlet
Foot Locker,1185732,23-06-2021,Midwest,Illinois,Chicago,Women's Apparel,49.00,65,319.00,191.00,Online
Foot Locker,1185732,07-08-2021,Midwest,Illinois,Chicago,Women's Street Footwear,36.00,65,234.00,105.00,Online
Foot Locker,1185732,29-07-2021,Midwest,Illinois,Chicago,Women's Apparel,60.00,65,390.00,234.00,Online
Foot Locker,1185732,31-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.00,65,299.00,141.00,Online
Foot Locker,1185732,08-04-2021,Midwest,Illinois,Chicago,Women's Apparel,61.00,65,397.00,238.00,Online
Foot Locker,1185732,26-12-2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,71.00,65,462.00,203.00,Online
Foot Locker,1185732,29-12-2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55.00,65,358.00,189.00,Online
West Gear,1128299,06-05-2020,West,Washington,Seattle,Men's Apparel,52.00,65,338.00,135.00,Online
Foot Locker,1185732,18-10-2020,Southeast,Florida,Miami,Men's Athletic Footwear,33.00,65,215.00,86.00,Online
Foot Locker,1185732,22-10-2020,Midwest,Minnesota,Minneapolis,Women's Apparel,32.00,65,208.00,116.00,Online
Foot Locker,1185732,28-10-2020,Midwest,Minnesota,Minneapolis,Women's Apparel,34.00,65,221.00,122.00,Online
Foot Locker,1185732,23-05-2021,South,Tennessee,Knoxville,Women's Street Footwear,24.00,65,156.00,75.00,Online
Foot Locker,1185732,31-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,54.00,65,351.00,218.00,Online
Amazon,1185732,22-02-2021,West,Alaska,Anchorage,Men's Athletic Footwear,53.00,65,345.00,165.00,Online
Amazon,1185732,20-03-2021,West,Alaska,Anchorage,Men's Athletic Footwear,52.00,65,338.00,169.00,Online
Amazon,1185732,21-08-2021,West,Alaska,Anchorage,Men's Apparel,62.00,65,403.00,153.00,Online
Walmart,1128299,18-09-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,54.00,65,351.00,154.00,Online
Foot Locker,1128299,23-03-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,48.00,65,312.00,144.00,Online
Foot Locker,1128299,25-09-2021,Southeast,Virginia,Richmond,Women's Street Footwear,47.00,65,306.00,144.00,Online
Foot Locker,1185732,18-04-2021,Midwest,Missouri,St. Louis,Men's Apparel,36.00,65,234.00,105.00,Online
Foot Locker,1185732,19-05-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29.00,65,189.00,104.00,Online
West Gear,1128299,23-03-2021,West,Oregon,Portland,Women's Athletic Footwear,49.00,65,319.00,153.00,Online
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Apparel,36.00,65,234.00,138.00,Online
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Men's Apparel,56.00,65,364.00,153.00,Online
Amazon,1185732,21-03-2021,Southeast,Kentucky,Louisville,Women's Apparel,42.00,65,273.00,139.00,Online
Amazon,1185732,22-08-2021,Southeast,Kentucky,Louisville,Men's Apparel,49.00,65,319.00,156.00,Online
Amazon,1185732,23-09-2021,Southeast,Kentucky,Louisville,Women's Street Footwear,33.00,65,215.00,114.00,Online
Walmart,1197831,19-03-2021,South,Arkansas,Little Rock,Men's Apparel,32.00,65,208.00,96.00,Online
West Gear,1197831,23-01-2021,South,Arkansas,Little Rock,Women's Athletic Footwear,18.00,65,117.00,64.00,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23.00,65,150.00,72.00,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Men's Apparel,33.00,65,215.00,103.00,Online
